GeneID,GeneName,IsCoding,log2FoldChange,stat,pvalue,padj,MDA-Enza_1,MDA-Enza_2,MDA-Enza_3,MDA-DMSO_1,MDA-DMSO_2,MDA-DMSO_3
ENSG00000001617,SEMA3F,TRUE,2.135480262,38.39316661,0,0,31088.96423,30508.2075,32705.50482,7413.928691,6931.050249,7116.637224
ENSG00000006747,SCIN,TRUE,4.710862126,49.73404439,0,0,5715.457021,5476.400001,6280.590854,221.4657649,199.0352356,245.8649297
ENSG00000021645,NRXN3,TRUE,2.325209179,40.71065588,0,0,12716.37468,12591.71641,12880.09887,2510.63526,2657.824055,2451.926428
ENSG00000049246,PER3,TRUE,3.855098032,46.46327295,0,0,4830.586166,4641.608898,4855.849816,366.3499102,302.5737672,321.7373104
ENSG00000067715,SYT1,TRUE,7.378012773,53.54546106,0,0,8224.315088,7315.49591,8059.684294,43.46524358,47.24573774,50.90172373
ENSG00000069122,GPR116,TRUE,-4.979792295,-37.60851046,0,0,71.46672155,74.96083373,61.09524177,2096.68056,2100.927487,2409.668393
ENSG00000070526,ST6GALNAC1,TRUE,-3.036081297,-47.20288832,0,0,3266.781456,3083.616115,3024.214468,27395.5221,24327.53402,25194.43243
ENSG00000073282,TP63,TRUE,6.713661216,39.331019,0,0,3690.880027,3069.135045,3099.972567,34.15126282,31.16208234,28.81229645
ENSG00000076864,RAP1GAP,TRUE,-2.226876938,-44.36483767,0,0,12260.30415,12520.16289,11884.24643,58498.00854,56222.42791,56939.82066
ENSG00000081277,PKP1,TRUE,-4.526834689,-59.02369169,0,0,455.1301741,520.4666978,532.7505082,11818.40671,11978.30236,10919.86036
ENSG00000082556,OPRK1,TRUE,5.382369819,55.67950812,0,0,6920.04742,7352.976327,6875.658509,167.6516538,198.0300071,142.1406625
ENSG00000085276,MECOM,TRUE,2.56152696,37.67999773,0,0,5401.379587,5024.079515,5136.887928,866.2002114,905.7108447,864.3688936
ENSG00000089127,OAS1,TRUE,5.004277909,61.44419253,0,0,12011.11098,11727.96317,11471.24259,411.8849273,368.9188457,317.8956709
ENSG00000089472,HEPH,TRUE,6.335781561,39.72822582,0,0,3546.065881,3041.024732,2931.3497,43.46524358,29.15162541,45.13926444
ENSG00000091157,WDR7,TRUE,2.824349873,47.58489192,0,0,29530.80163,27506.36684,30805.44281,4172.663384,4103.342584,4124.960442
ENSG00000095739,BAMBI,TRUE,3.551196128,57.2151828,0,0,9885.916364,9630.763479,10122.25966,837.2233824,851.4285077,839.3982367
ENSG00000096060,FKBP5,TRUE,-3.044478135,-38.98976872,0,0,3670.192292,3999.330845,3751.247845,31039.35835,28224.80477,34977.16748
ENSG00000099250,NRP1,TRUE,-1.808515268,-38.25193426,0,0,18420.54748,18604.76784,18580.28493,65847.77426,65490.63433,63437.95392
ENSG00000100167,SEPT3,TRUE,2.697772121,38.369759,0,0,4026.585548,4264.249246,4143.479297,642.664673,637.3148452,636.7517516
ENSG00000100336,APOL4,TRUE,4.505876982,44.5651544,0,0,3571.455374,3771.041033,3388.342109,165.5818803,137.7162994,169.0321392
ENSG00000100342,APOL1,TRUE,6.22140331,37.58213101,0,0,2646.149401,2437.078924,2298.402995,34.15126282,38.19868157,26.89147669
ENSG00000100504,PYGL,TRUE,5.280396753,48.29354339,0,0,3714.388817,3719.931374,3742.694511,91.07003418,85.44441931,110.4471364
ENSG00000101255,TRIB3,TRUE,-2.497733748,-43.37639289,0,0,6242.994268,6231.119304,6531.081345,37750.59894,34374.7925,35193.25971
ENSG00000102290,PCDH11X,TRUE,6.926937673,50.64352437,0,0,5612.018345,5806.057303,5961.673692,33.11637606,58.30325082,50.90172373
ENSG00000103257,SLC7A5,TRUE,-2.155029644,-44.33222627,0,0,28540.61139,28081.35051,28651.22458,130413.3238,123451.1022,125915.498
ENSG00000103316,CRYM,TRUE,-4.374873354,-62.55737748,0,0,1160.393874,1107.375953,1058.169587,24779.32839,21757.16484,22534.09706
ENSG00000103489,XYLT1,TRUE,9.132539701,42.04862943,0,0,7730.630498,7584.673449,8239.304305,9.313980768,16.0836554,16.32696799
ENSG00000103811,CTSH,TRUE,3.076450001,39.45380955,0,0,22799.76488,21805.93617,21121.84698,2940.113262,2379.375771,2474.015855
ENSG00000104154,SLC30A4,TRUE,2.851091181,44.85238603,0,0,119148.1897,113681.5117,132146.5641,16859.34008,17104.96752,16617.01177
ENSG00000104490,NCALD,TRUE,4.968277747,74.01987256,0,0,16324.50376,16388.31227,16754.7591,557.8039593,531.7658566,491.7298595
ENSG00000105696,TMEM59L,TRUE,3.515319338,43.32516249,0,0,4350.066499,4139.882408,4134.925963,401.5360598,355.8508757,347.6683772
ENSG00000106665,CLIP2,TRUE,3.497677405,47.01295228,0,0,6001.323907,5836.723099,6313.582285,570.2226003,507.6403735,529.1858449
ENSG00000108679,LGALS3BP,TRUE,3.546759784,64.58832625,0,0,32380.06697,34293.7296,33026.8658,2927.694621,2762.367815,2841.85284
ENSG00000109576,AADAT,TRUE,-2.190035714,-38.90491551,0,0,6934.152693,6400.633007,6890.321367,30569.51977,30026.17417,31673.35749
ENSG00000109906,ZBTB16,TRUE,-5.506872571,-50.69864975,0,0,94.97551153,97.10835279,91.64286266,4214.058854,4210.902029,4510.084805
ENSG00000110092,CCND1,TRUE,2.339326704,44.73215798,0,0,227068.5814,212739.698,210240.946,42649.75282,43566.60156,42235.94537
ENSG00000111249,CUX2,TRUE,-3.094636431,-42.80702984,0,0,646.0215487,683.1657801,717.2581384,5619.435063,5741.864978,6092.84029
ENSG00000111331,OAS3,TRUE,3.182893778,46.89604691,0,0,8782.883938,8695.456713,8046.243341,896.2119272,957.9827247,956.5682422
ENSG00000112183,RBM24,TRUE,-5.622027446,-42.24182241,0,0,62.06320556,49.40600405,81.86762397,3281.625891,2928.230511,3090.599
ENSG00000112773,FAM46A,TRUE,6.378981044,61.07498195,0,0,10328.82197,9235.515447,10799.19494,125.221297,117.6117301,121.972055
ENSG00000112902,SEMA5A,TRUE,9.734354539,50.96020741,0,0,17237.58517,16239.24243,20167.53931,25.8721688,17.08888386,20.16860752
ENSG00000113448,PDE4D,TRUE,3.118653101,38.33223248,0,0,4364.171773,4141.586064,4148.366916,454.3152841,538.8024559,463.8779729
ENSG00000114279,FGF12,TRUE,-4.604889339,-50.39082117,0,0,648.8426035,546.0215275,543.7476518,15509.84775,14242.07686,12596.73601
ENSG00000115414,FN1,TRUE,-2.607830529,-52.26022155,0,0,139113.7349,137874.2689,138964.7931,863234.226,862856.9501,809497.7958
ENSG00000116761,CTH,TRUE,-2.643945077,-39.19287717,0,0,800.239211,780.2741329,750.2495689,4973.66573,4844.195961,4766.514243
ENSG00000117069,ST6GALNAC5,TRUE,4.874436865,56.58537273,0,0,20967.95996,20564.82327,24394.10813,740.9789144,679.5344406,825.9524983
ENSG00000117226,GBP3,TRUE,3.4106009,42.67620435,0,0,8426.490682,7485.009613,7138.368048,752.3626687,694.6128676,721.2678212
ENSG00000117228,GBP1,TRUE,3.210115459,47.2498058,0,0,7982.644727,8384.539618,7741.989037,892.0723802,823.2821108,890.2999604
ENSG00000117602,RCAN3,TRUE,2.473070443,46.56651557,0,0,38769.75609,37405.45603,36607.04696,6589.12395,6976.28553,6747.839829
ENSG00000118263,KLF7,TRUE,3.465499344,38.26905791,0,0,8951.206874,10125.67535,11650.86261,897.246814,927.8258709,955.6078324
ENSG00000119917,IFIT3,TRUE,4.466003425,38.12683999,0,0,2154.345514,2055.460134,2044.24679,106.5933355,92.48101855,84.5160696
ENSG00000120549,KIAA1217,TRUE,2.77068023,39.64974925,0,0,18902.0075,17179.66017,19978.14406,2600.670408,2836.754721,2775.584558
ENSG00000124225,PMEPA1,TRUE,-2.225554181,-40.40003578,0,0,15102.04669,14944.4644,15738.13428,74957.88233,70064.42383,69087.08485
ENSG00000126838,PZP,TRUE,5.88918847,42.82194596,0,0,3655.146667,3320.424203,3801.345943,68.30252563,40.2091385,72.99115101
ENSG00000134193,REG4,TRUE,4.963701472,51.20198049,0,0,37567.98675,39423.43575,31669.32952,1280.154912,1215.321211,988.2617683
ENSG00000134215,VAV3,TRUE,3.571795962,41.48755361,0,0,6763.949054,6785.659108,7228.789006,627.1413717,495.577632,624.2664232
ENSG00000135046,ANXA1,TRUE,8.025737218,51.8759628,0,0,9269.045715,8978.263494,8302.843357,35.18614957,27.14116849,39.37680515
ENSG00000136160,EDNRB,TRUE,10.32647089,57.25006807,0,0,31204.62747,27327.48303,33867.53632,20.69773504,31.16208234,20.16860752
ENSG00000136653,RASSF5,TRUE,3.624552542,53.01211236,0,0,7240.707315,7197.091866,6967.301371,596.0947691,589.063879,551.2752721
ENSG00000137501,SYTL2,TRUE,4.426410189,54.10802007,0,0,66913.53911,59682.45289,66001.18968,2599.635521,3072.98341,3282.680976
ENSG00000137573,SULF1,TRUE,5.70402642,84.8018022,0,0,34837.2057,37561.34049,36903.96984,646.80422,726.7801784,722.2282311
ENSG00000137673,MMP7,TRUE,-3.364992368,-43.70013012,0,0,2671.538894,2720.737533,2399.821097,29351.45806,24493.39672,26496.74823
ENSG00000137674,MMP20,TRUE,-3.480560306,-46.38400249,0,0,911.2006998,960.861596,922.5381507,11370.30074,10076.41011,9762.566448
ENSG00000137699,TRIM29,TRUE,4.952248414,38.36403363,0,0,2872.774136,2562.297589,2325.284902,80.72116666,88.4601047,81.63483995
ENSG00000137819,PAQR5,TRUE,5.376595535,39.88098034,0,0,2372.507085,2372.340022,2601.435395,52.77922435,55.28756544,68.18910161
ENSG00000137975,CLCA2,TRUE,4.592570735,43.45143561,0,0,3984.269726,3667.969887,3946.752618,130.3957308,159.8313255,189.2007467
ENSG00000138061,CYP1B1,TRUE,-3.972791529,-55.08565168,0,0,639.4390875,553.6879764,648.8314676,9690.679546,9455.178918,9689.575297
ENSG00000138119,MYOF,TRUE,3.27329715,43.76925609,0,0,25711.09343,22165.40744,21630.1594,2440.262961,2466.830647,2282.894289
ENSG00000138669,PRKG2,TRUE,5.947335864,88.83789433,0,0,34679.22663,35240.11013,34967.25067,576.4319209,516.6874297,606.0186354
ENSG00000138678,AGPAT9,TRUE,6.077042371,54.17726937,0,0,5871.555386,5863.981584,6232.936565,105.5584487,90.47056162,71.07033125
ENSG00000138696,BMPR1B,TRUE,-7.318047819,-51.40330685,0,0,29.15089958,45.99869342,54.98571759,7018.601952,6458.592871,6931.278117
ENSG00000139211,AMIGO2,TRUE,5.094220588,56.2816574,0,0,11514.60533,10707.47364,11462.68926,298.0473846,296.5423964,389.926412
ENSG00000139329,LUM,TRUE,6.177626623,97.28772528,0,0,132637.5334,138434.7715,131418.3089,1828.644891,1729.998184,2000.533784
ENSG00000141668,CBLN2,TRUE,3.413293812,56.22195006,0,0,121974.8867,126257.0433,139033.2198,11987.09325,12061.73632,12299.96936
ENSG00000142973,CYP4B1,TRUE,7.782224975,55.73052824,0,0,11788.24765,10334.37312,10006.1787,54.84899786,49.25619466,42.2580348
ENSG00000143797,MBOAT2,TRUE,-3.375029342,-50.01048369,0,0,3149.237506,2815.290403,3345.575439,31870.37241,31731.04165,32898.8405
ENSG00000144749,LRIG1,TRUE,-3.158843648,-47.67176939,0,0,1945.587459,1773.50518,1763.208677,15980.72122,15721.77315,17277.77377
ENSG00000145087,STXBP5L,TRUE,3.714470516,46.7839086,0,0,4719.624677,4415.874569,4788.64505,364.2801367,345.7985911,350.5496068
ENSG00000145685,LHFPL2,TRUE,2.146471366,41.55388706,0,0,20967.95996,20888.51778,20326.38694,4613.52514,4802.981594,4629.17563
ENSG00000145703,IQGAP2,TRUE,-3.939525509,-44.70127824,0,0,481.4600189,461.6905896,466.7676471,7620.906042,7652.804285,6360.794647
ENSG00000147408,CSGALNACT1,TRUE,-4.30136056,-43.62791786,0,0,348.8704434,261.5110904,289.591446,6345.925563,5906.722446,5485.861245
ENSG00000147724,FAM135B,TRUE,4.614941395,62.34238768,0,0,28132.4988,26747.3884,30221.37229,1053.514714,1173.101616,1244.691207
ENSG00000149972,CNTN5,TRUE,2.74943784,43.96850346,0,0,108033.2338,113155.934,112037.6763,17726.57517,16502.83567,15326.22089
ENSG00000150471,LPHN3,TRUE,5.892039484,38.73591276,0,0,2333.012318,2532.483621,2735.844926,46.56990384,40.2091385,41.29762492
ENSG00000150594,ADRA2A,TRUE,6.732429308,75.55638906,0,0,29086.01532,30881.30801,28269.99027,331.1637606,252.3123441,247.7857495
ENSG00000150667,FSIP1,TRUE,-2.773821038,-40.89112777,0,0,1126.541216,1025.600498,1049.616254,7590.894326,7005.437155,7302.956741
ENSG00000153064,BANK1,TRUE,3.538859509,44.31324776,0,0,8924.877029,7737.1506,8135.442394,658.1879743,712.7069799,761.6050362
ENSG00000154188,ANGPT1,TRUE,9.694277808,46.41828216,0,0,12097.62333,12492.05258,13498.38272,14.48841453,18.09411232,13.44573834
ENSG00000154438,ASZ1,TRUE,-5.394272847,-47.92146369,0,0,126.0071143,98.8120081,113.6371497,4497.617824,5185.973638,4506.243165
ENSG00000156218,ADAMTSL3,TRUE,3.476960866,40.34544786,0,0,5463.442792,4898.86085,5844.370828,468.8036987,511.6612874,474.4424816
ENSG00000156298,TSPAN7,TRUE,5.105249633,41.47567709,0,0,3041.097072,3193.501882,3134.185903,72.44207264,79.41304854,119.0908253
ENSG00000158258,CLSTN2,TRUE,6.344483847,73.37918405,0,0,121413.4967,129092.7776,153807.2712,1544.051034,1655.611278,1774.837462
ENSG00000158270,COLEC12,TRUE,3.73253122,61.86511166,0,0,23091.27387,21675.60654,21979.62418,1724.121329,1709.893615,1588.517944
ENSG00000158528,PPP1R9A,TRUE,3.906651307,45.05769944,0,0,4022.824142,3908.185286,4338.984071,283.55897,272.4169133,262.1918977
ENSG00000160191,PDE9A,TRUE,-2.695568936,-45.62746054,0,0,2314.205286,2230.936631,2376.604905,15415.67306,14324.50559,15072.67268
ENSG00000160336,ZNF761,FALSE,-2.828797119,-47.2100576,0,0,2072.534925,2141.494727,2024.696312,15492.25468,14515.499,14343.72158
ENSG00000162645,GBP2,TRUE,5.51469938,61.50054882,0,0,10169.90255,9536.210609,8901.576726,216.2913312,214.1136625,195.9236159
ENSG00000162654,GBP4,TRUE,6.931325801,70.6045906,0,0,12900.68359,13253.5865,13605.91034,104.523562,114.5960447,106.6054969
ENSG00000162989,KCNJ3,TRUE,4.240698122,57.58671497,0,0,20253.29275,20373.16205,22551.47564,1036.956525,1212.305526,1091.986036
ENSG00000163810,TGM4,TRUE,5.745818615,88.40131466,0,0,39828.59199,38253.87638,38862.68329,787.5488183,696.6233245,696.2971643
ENSG00000164690,SHH,TRUE,6.245325058,48.49546555,0,0,4288.943645,4121.1422,4247.341208,50.70945085,57.29802236,58.58500279
ENSG00000164920,OSR2,TRUE,2.439173253,39.59191122,0,0,16763.64796,16625.97219,16763.31244,3318.881814,2986.533762,2943.656288
ENSG00000165194,PCDH19,TRUE,5.72585234,66.19986109,0,0,12452.13588,12750.15636,12842.21982,224.5704252,282.469198,212.2505839
ENSG00000165272,AQP3,TRUE,4.157524324,45.65484112,0,0,6147.078405,5570.101043,5586.548907,372.5592307,297.5476249,300.608293
ENSG00000165659,DACH1,TRUE,3.512171785,43.0641047,0,0,5496.355098,5620.358874,5378.825085,498.8154145,524.7292574,423.5407579
ENSG00000166025,AMOTL1,TRUE,2.289705398,42.82195795,0,0,13700.9228,13983.6028,14238.85705,2815.926852,2902.094571,2855.298579
ENSG00000166509,CLEC3A,TRUE,8.148481291,104.6057052,0,0,346313.6274,339616.8718,348407.8352,1069.038015,1190.1905,1383.95064
ENSG00000166750,SLFN5,TRUE,1.897921364,37.62716004,0,0,22328.64873,22877.53536,22600.35184,6114.110931,6167.076617,5914.204052
ENSG00000167037,SGSM1,TRUE,2.74960056,39.28037518,0,0,5137.140787,4960.192441,5277.406984,742.0138012,803.1775415,740.4760188
ENSG00000167123,CERCAM,TRUE,3.180869915,38.0572885,0,0,3272.423566,3442.235558,3611.950693,354.9661559,389.023415,393.7680515
ENSG00000167748,KLK1,TRUE,4.895667345,48.56943471,0,0,4755.358038,4535.982268,5157.66031,178.0005213,166.8679248,141.1802526
ENSG00000168079,SCARA5,TRUE,-3.889902311,-37.74023728,0,0,289.6282926,240.215399,337.2457346,4378.605848,3933.458974,4444.776933
ENSG00000168209,DDIT4,TRUE,-2.787797387,-50.17168883,0,0,7369.535484,7364.901914,7002.736612,52033.071,47905.16761,50206.38698
ENSG00000168930,TRIM49,TRUE,10.10864973,58.95891687,0,0,26336.42724,26571.9119,28755.08649,32.08148931,18.09411232,24.01024704
ENSG00000169047,IRS1,TRUE,-4.696655815,-71.04696386,0,0,602.7653752,622.6860165,686.7105175,16276.69884,16767.21075,16391.31545
ENSG00000169851,PCDH7,TRUE,10.0066831,48.23951312,0,0,14999.54836,16022.87821,16268.44098,10.34886752,24.1254831,11.52491858
ENSG00000170011,MYRIP,TRUE,2.327946949,46.51915385,0,0,22457.4769,22169.66658,22507.48707,4483.12941,4513.475797,4374.667011
ENSG00000170044,ZPLD1,TRUE,-3.991587592,-39.67649178,0,0,215.3405162,177.1801525,186.9514398,3210.218705,2850.82792,3156.867281
ENSG00000170558,CDH2,TRUE,6.525168355,54.54489912,0,0,7006.559767,6679.180651,6449.213721,70.37229914,57.29802236,90.27852889
ENSG00000171444,MCC,TRUE,4.080203299,52.53216541,0,0,7647.879557,6785.659108,7300.881392,417.0593611,438.2796096,429.3032172
ENSG00000172572,PDE3A,TRUE,-4.969767845,-39.93935866,0,0,130.7088723,97.96018044,80.64571914,3424.440262,3393.651289,2974.389404
ENSG00000172819,RARG,TRUE,2.62897588,39.62528807,0,0,7192.749383,7203.906487,7256.892817,1129.061446,1115.803593,1254.295306
ENSG00000173114,LRRN3,TRUE,5.087930904,43.27678083,0,0,3234.809502,3329.794307,3839.224993,102.4537884,97.50716086,105.645087
ENSG00000173702,MUC13,TRUE,8.32337423,41.14128942,0,0,5632.70608,5437.215928,5248.081268,14.48841453,17.08888386,19.20819764
ENSG00000174640,SLCO2A1,TRUE,-3.842548876,-53.55624594,0,0,450.4284161,429.3211386,409.3381199,6204.146078,6218.343269,6107.246438
ENSG00000175899,A2M,TRUE,6.223298519,50.00313514,0,0,5750.25003,4978.080822,5250.525078,65.19786538,83.43396239,65.30787196
ENSG00000176153,GPX2,TRUE,4.690763364,46.11962283,0,0,8340.918686,6969.653882,7707.775702,328.0591004,244.2705164,318.8560807
ENSG00000176907,C8orf4,TRUE,-3.246586427,-42.52640205,0,0,496.5056444,453.172313,433.7762166,4308.233549,4377.769954,4469.74759
ENSG00000177409,SAMD9L,TRUE,6.676283809,42.27444966,0,0,3794.318703,3489.086079,3449.43735,45.53501709,25.13071156,34.57475574
ENSG00000179542,SLITRK4,TRUE,5.516709533,44.52098184,0,0,3137.012935,3248.018852,3404.226871,75.5467329,57.29802236,80.67443007
ENSG00000179841,AKAP5,TRUE,-2.668392518,-44.62732528,0,0,4388.620914,4529.167647,4207.018348,29393.88842,27065.77635,27011.52792
ENSG00000180287,PLD5,TRUE,5.441028289,39.28353039,0,0,2213.587665,2204.529974,2225.088705,48.63967734,58.30325082,46.09967432
ENSG00000182179,UBA7,TRUE,4.575685906,47.67247216,0,0,3862.024018,3627.933987,3734.141177,149.0236923,170.8888386,150.7843514
ENSG00000183780,SLC35F3,TRUE,4.912717519,40.73611196,0,0,3664.550183,2977.137658,3468.987828,114.8724295,97.50716086,122.9324649
ENSG00000184347,SLIT3,TRUE,8.421951962,41.67140156,0,0,6475.261113,5881.869965,7507.383309,12.41864102,18.09411232,26.89147669
ENSG00000185303,SFTPA2,TRUE,3.138506726,42.99953775,0,0,9543.628382,9010.632945,8959.006253,1141.480087,962.0036386,1021.876114
ENSG00000187134,AKR1C1,TRUE,7.384887791,50.46608039,0,0,6242.053916,6692.809893,6765.687074,30.01171581,44.23005235,43.21844468
ENSG00000188257,PLA2G2A,TRUE,4.311759302,68.61173851,0,0,77137.98205,71307.34491,80326.80197,4018.465258,3717.334854,3784.014934
ENSG00000189067,LITAF,TRUE,8.764746017,40.5438677,0,0,7008.44047,5931.275969,6611.727064,8.279094016,18.09411232,18.24778775
ENSG00000189221,MAOA,TRUE,-2.635835736,-41.33556581,0,0,4356.64896,3817.891554,4062.833578,26374.08887,24715.55221,24961.05283
ENSG00000196126,HLA-DRB1,TRUE,3.839587083,49.55601104,0,0,12394.77443,12676.04735,13863.73226,850.6769101,864.4964777,1002.667917
ENSG00000196139,AKR1C3,TRUE,5.080765571,46.51426249,0,0,3670.192292,3756.559963,4181.358347,122.1166367,108.5646739,112.3679562
ENSG00000196208,GREB1,TRUE,-5.875514036,-80.26568921,0,0,496.5056444,457.4314513,511.978126,26902.916,30053.31534,28879.52514
ENSG00000196611,MMP1,TRUE,5.549055622,43.23606219,0,0,4383.919156,3949.924841,3450.659255,82.79094016,86.44964777,82.59524983
ENSG00000197943,PLCG2,TRUE,3.769282129,41.23314603,0,0,2664.016081,2693.479048,2737.066831,202.8378034,190.9934079,199.7652554
ENSG00000198502,HLA-DRB5,TRUE,3.96557628,40.24747728,0,0,3528.199201,3623.674849,4095.825008,228.7099722,223.1607187,266.9939471
ENSG00000198786,MT-ND5,TRUE,3.352553991,50.99694269,0,0,811760.3988,752912.5768,733737.9689,78381.28771,69100.40974,77531.96894
ENSG00000198959,TGM2,TRUE,-4.602690827,-57.27157685,0,0,356.3932561,320.2871987,323.8047814,8585.420495,7739.253933,7999.253905
ENSG00000198963,RORB,TRUE,3.669996696,45.33358256,0,0,9403.515993,10970.68838,10785.75398,809.2814401,877.5644477,761.6050362
ENSG00000204128,C2orf72,TRUE,-2.762175816,-41.87379936,0,0,1990.724336,1958.351781,1797.422013,13631.5283,13034.79747,12358.55436
ENSG00000204449,TRIM49C,TRUE,9.980000461,53.55253899,0,0,19749.26429,19620.99823,21171.94508,22.76750854,11.05751309,25.93106681
ENSG00000204592,HLA-E,TRUE,3.409559784,44.10047055,0,0,16159.94223,15997.32338,14535.77992,1591.655825,1311.823144,1491.516546
ENSG00000204642,HLA-F,TRUE,5.551253978,59.21927832,0,0,7602.742681,7532.711962,7431.625209,182.1400684,167.8731532,132.5365637
ENSG00000206337,HCP5,FALSE,5.581602714,76.91554795,0,0,14125.96173,14560.29012,14389.15134,309.4311388,295.537168,294.8458337
ENSG00000206503,HLA-A,TRUE,3.728605278,63.24989121,0,0,152244.8046,155160.4075,151480.7644,12400.01306,11226.39147,10991.8911
ENSG00000221963,APOL6,TRUE,2.933495271,40.82848498,0,0,12348.6972,11606.15181,11707.07023,1691.004953,1563.130259,1415.644166
ENSG00000227051,C14orf132,TRUE,3.20983277,41.95917229,0,0,16374.3424,14609.69613,17478.12677,1678.586312,1703.862244,1853.591072
ENSG00000229391,HLA-DRB6,FALSE,3.99223286,50.3090015,0,0,8277.915129,8519.980215,9444.102473,547.4550918,514.6769728,585.8500279
ENSG00000231389,HLA-DPA1,TRUE,5.877177319,50.07530661,0,0,4484.536777,4650.127174,4367.087882,81.75605341,62.32416467,85.47647948
ENSG00000234745,HLA-B,TRUE,3.820671531,56.8776938,0,0,230741.5947,237296.1856,228717.369,18155.01829,15664.47513,15493.33221
ENSG00000240065,PSMB9,TRUE,5.258028878,51.10724025,0,0,5489.772637,5242.147395,4861.95934,144.8841453,117.6117301,145.0218921
ENSG00000242574,HLA-DMB,TRUE,-3.37692369,-41.31953861,0,0,947.8744121,868.8642091,918.8724362,10561.0193,8972.669256,8874.187308
ENSG00000256683,ZNF350,TRUE,-2.477501052,-37.99459015,0,0,3982.389023,3975.479671,3774.464037,22747.8457,20063.35488,22549.46361
ENSG00000269235,HCCAT3,FALSE,-2.737279069,-42.05627256,0,0,1805.475071,1927.685986,1898.840114,13341.76001,12150.19643,12062.74812
ENSG00000126010,GRPR,TRUE,-6.814941593,-37.51442831,5E-308,7E-306,22.56843838,17.03655312,36.65714506,2690.705555,2900.084114,2628.641846
ENSG00000158710,TAGLN2,TRUE,2.648168115,37.41784498,2E-306,2E-304,5254.684737,5428.697652,4962.155537,847.5722499,796.1409423,852.843975
ENSG00000112796,ENPP5,TRUE,2.872300706,37.40779094,2E-306,3E-304,16428.88279,14002.34301,14092.22847,2127.727162,2046.64515,1907.374025
ENSG00000149150,SLC43A1,TRUE,-2.12868459,-37.15538213,3E-302,4E-300,4048.213635,4087.920921,3952.862143,18497.56581,16947.14665,17435.28099
ENSG00000114450,GNB4,TRUE,-1.898472157,-37.09183552,3E-301,4E-299,14882.94476,14949.57536,15493.75331,57532.4592,54391.90688,57044.50534
ENSG00000196632,WNK3,TRUE,3.021494151,37.07858593,6E-301,7E-299,11771.32132,10293.4854,10938.49209,1260.492064,1516.88975,1286.949242
ENSG00000100100,PIK3IP1,TRUE,3.362992686,37.02929161,3E-300,4E-298,5892.243121,5250.665672,5048.91078,536.0713375,573.9854521,464.8383828
ENSG00000128284,APOL3,TRUE,2.280193308,36.9514975,6E-299,8E-297,5792.565852,5968.756386,5839.483208,1189.084878,1194.211413,1239.889157
ENSG00000162174,ASRGL1,TRUE,-3.407150692,-36.81457056,1E-296,1.3531E-294,679.8742063,620.1305336,546.1914614,6876.822467,5838.36691,6917.832378
ENSG00000153234,NR4A2,TRUE,2.898857737,36.81337794,1E-296,1.4058E-294,3689.939676,3720.783201,3949.196428,468.8036987,527.7449428,525.3442053
ENSG00000206341,HLA-H,FALSE,3.456153971,36.66518404,2.6216E-294,3.2487E-292,2122.37356,2138.939244,2176.212512,192.4889359,196.0195502,197.8444356
ENSG00000104432,IL7,TRUE,-2.659562773,-36.62381327,1.1952E-293,1.4727E-291,1237.502705,1144.85637,1119.264829,7590.894326,7691.002966,6858.286966
ENSG00000157884,CIB4,TRUE,4.836007604,36.59587171,3.3269E-293,4.0761E-291,2059.370003,1850.169669,2061.353457,69.33741238,79.41304854,60.50582255
ENSG00000103942,HOMER2,TRUE,-1.893207987,-36.55597072,1.4333E-292,1.7462E-290,6999.036954,6948.35819,6935.531846,26822.19484,25272.44878,25479.67416
ENSG00000105357,MYH14,TRUE,1.792927359,36.5133001,6.8216E-292,8.2644E-290,29879.67207,30678.57303,30909.30472,8932.107556,8790.722904,8673.461642
ENSG00000139910,NOVA1,TRUE,-4.535061907,-36.44238252,9.0826E-291,1.0943E-288,119.4246531,81.77545498,89.19905298,2359.541795,2272.821554,2107.139281
ENSG00000176641,RNF152,TRUE,-4.020115788,-36.37066213,1.2389E-289,1.4844E-287,455.1301741,369.6932027,562.0762243,6909.938843,7991.566277,7471.98888
ENSG00000154144,TBRG1,TRUE,-2.297229496,-36.36967089,1.2844E-289,1.5305E-287,7510.588224,6582.072298,7342.426156,35334.13837,35959.03256,34038.84703
ENSG00000050438,SLC4A8,TRUE,6.621419972,36.35249126,2.4E-289,2.8441E-287,2328.31056,2324.637673,2431.590622,26.90705555,17.08888386,27.85188657
ENSG00000241635,UGT1A8,TRUE,5.81994825,36.3365496,4.2858E-289,5.0512E-287,2060.310354,2065.682066,2365.607761,35.18614957,33.17253926,46.09967432
ENSG00000180155,LYNX1,TRUE,2.600446733,36.32649283,6.1778E-289,7.2417E-287,8161.311531,7572.747862,8641.310996,1410.550643,1307.80223,1300.39498
ENSG00000100321,SYNGR1,TRUE,2.674374617,36.2292266,2.1108E-287,2.461E-285,6162.12403,5735.355608,6545.744203,976.9330939,919.7840432,991.142998
ENSG00000182718,ANXA2,TRUE,3.226812831,36.22505221,2.4557E-287,2.8478E-285,18543.73354,18473.58638,17936.34108,2034.587354,1631.485795,2203.180269
ENSG00000198648,STK39,TRUE,-1.943656753,-36.15802586,2.7828E-286,3.21E-284,9491.909044,9695.502381,9781.348207,38703.72964,35647.41174,37080.46513
